customer_id,customer_city,customer_state_province,customer_country,birthdate,marital_status,yearly_income,gender,num_children_at_home,education,acct_open_date,member_card
4941,Port Hammond,British Columbia,Canada,1943.01.19,S,$10K - $30K,M,0,Partial High School,1991.09.27,Normal
4942,Lake Oswego,Oregon,USA,1920.05.04,M,$30K - $50K,F,2,High School Degree,1993.08.10,Bronze
4943,El Cajon,Washington,USA,1917.06.07,M,$70K - $90K,F,3,Bachelors Degree,1993.09.11,Golden
4944,Ladner,British Columbia,Canada,1917.03.21,M,$30K - $50K,M,2,High School Degree,1991.02.19,Golden
4945,Palo Alto,Washington,USA,1955.12.25,M,$30K - $50K,M,3,Partial High School,1993.07.26,Golden
4946,La Mesa,Washington,USA,1948.05.17,M,$30K - $50K,F,0,High School Degree,1994.05.14,Bronze
4947,Camacho,Zacatecas,Mexico,1924.04.25,M,$10K - $30K,M,4,Partial High School,1990.04.11,Normal
4948,Woodburn,Oregon,USA,1936.06.14,M,$10K - $30K,M,4,Partial High School,1991.10.19,Normal
4949,Seattle,Washington,USA,1946.06.18,M,$130K - $150K,F,2,Partial High School,1994.10.16,Bronze
4950,San Gabriel,Washington,USA,1944.09.06,M,$130K - $150K,M,0,High School Degree,1993.03.24,Normal
4951,Renton,Washington,USA,1957.03.08,S,$30K - $50K,M,0,High School Degree,1993.11.18,Bronze
4952,Palo Alto,Washington,USA,1926.04.07,M,$10K - $30K,F,3,Partial High School,1993.11.09,Normal
4953,Hidalgo,Zacatecas,Mexico,1979.06.09,S,$10K - $30K,M,0,Partial High School,1993.06.08,Normal
4954,Lake Oswego,Oregon,USA,1912.08.22,M,$30K - $50K,F,3,High School Degree,1992.07.24,Golden
4955,La Mesa,Washington,USA,1974.10.01,S,$30K - $50K,F,0,High School Degree,1994.06.25,Bronze
4956,Camacho,Zacatecas,Mexico,1938.01.21,M,$10K - $30K,M,4,Partial High School,1991.05.04,Normal
4957,Redwood City,Washington,USA,1964.05.23,S,$130K - $150K,M,0,High School Degree,1992.05.05,Normal
4958,Yakima,Washington,USA,1915.08.16,S,$90K - $110K,M,0,Partial High School,1991.12.13,Bronze
4959,Albany,Oregon,USA,1944.05.17,S,$70K - $90K,F,0,High School Degree,1993.09.10,Bronze
4960,Tixapan,Mexico DF,Mexico,1976.09.28,M,$10K - $30K,M,0,Partial High School,1993.10.16,Normal
4961,Salem,Oregon,USA,1918.07.13,S,$30K - $50K,M,0,High School Degree,1990.04.19,Bronze
4962,Portland,Oregon,USA,1943.08.03,M,$30K - $50K,F,1,Partial College,1993.09.04,Bronze
4963,National City,Washington,USA,1939.11.24,S,$30K - $50K,F,0,High School Degree,1992.04.08,Bronze
4964,Anacortes,Washington,USA,1925.02.21,M,$30K - $50K,F,1,Partial High School,1990.07.14,Bronze
4965,La Cruz,Sinaloa,Mexico,1967.09.22,S,$30K - $50K,F,0,High School Degree,1991.03.07,Bronze
4966,Fremont,Washington,USA,1927.09.08,S,$10K - $30K,F,0,Partial High School,1993.06.25,Normal
4967,Bellflower,Washington,USA,1914.02.18,M,$30K - $50K,F,0,High School Degree,1991.11.15,Bronze
4968,Spring Valley,Washington,USA,1969.06.06,M,$30K - $50K,M,2,High School Degree,1992.08.04,Bronze
4969,Tixapan,Mexico DF,Mexico,1914.05.06,S,$130K - $150K,M,0,High School Degree,1990.10.27,Silver
4970,San Jose,Washington,USA,1961.06.27,M,$110K - $130K,F,0,Graduate Degree,1993.08.11,Bronze
4971,Haney,British Columbia,Canada,1915.05.03,M,$30K - $50K,F,0,High School Degree,1993.03.09,Bronze
4972,Ladner,British Columbia,Canada,1911.03.21,M,$70K - $90K,M,1,Bachelors Degree,1992.02.24,Bronze
4973,Olympia,Washington,USA,1969.03.20,S,$50K - $70K,M,0,Partial High School,1990.09.22,Normal
4974,Altadena,Washington,USA,1952.03.10,M,$30K - $50K,M,0,Partial High School,1992.05.11,Golden
4975,Colma,Washington,USA,1955.10.19,M,$30K - $50K,F,1,Partial College,1992.09.06,Normal
4976,San Jose,Washington,USA,1949.11.27,S,$50K - $70K,M,0,Bachelors Degree,1994.10.20,Bronze
4977,Burnaby,British Columbia,Canada,1923.05.10,M,$130K - $150K,M,0,Graduate Degree,1992.08.09,Bronze
4978,Westminster,British Columbia,Canada,1950.03.26,M,$90K - $110K,M,1,High School Degree,1993.10.19,Bronze
4979,Bellingham,Washington,USA,1920.06.01,M,$10K - $30K,M,0,Partial High School,1993.05.21,Bronze
4980,Lemon Grove,Washington,USA,1938.04.23,M,$30K - $50K,F,0,Partial High School,1993.04.23,Bronze
4981,Guadalajara,Jalisco,Mexico,1942.08.21,S,$10K - $30K,F,0,High School Degree,1991.11.01,Normal
4982,National City,Washington,USA,1946.07.15,S,$50K - $70K,F,0,Bachelors Degree,1990.11.15,Bronze
4983,La Cruz,Sinaloa,Mexico,1965.07.22,S,$10K - $30K,M,0,Partial High School,1990.01.03,Normal
4984,Shawnee,British Columbia,Canada,1912.08.08,S,$10K - $30K,F,0,Partial High School,1994.05.16,Normal
4985,Yakima,Washington,USA,1971.06.16,S,$70K - $90K,M,0,Graduate Degree,1993.04.09,Bronze
4986,Issaquah,Washington,USA,1968.11.23,S,$10K - $30K,M,0,Partial High School,1992.06.09,Normal
4987,Lynnwood,Washington,USA,1966.10.08,S,$10K - $30K,F,0,Partial High School,1993.09.04,Normal
4988,Bellingham,Washington,USA,1940.10.03,M,$10K - $30K,F,0,Partial High School,1991.04.16,Normal
4989,Ladner,British Columbia,Canada,1973.09.11,M,$30K - $50K,F,0,High School Degree,1991.08.12,Silver
4990,Pomona,Washington,USA,1917.05.25,S,$90K - $110K,M,0,Partial College,1990.08.14,Bronze
4991,Imperial Beach,Washington,USA,1952.10.04,M,$30K - $50K,M,2,High School Degree,1993.01.17,Bronze
4992,Altadena,Washington,USA,1920.10.21,S,$10K - $30K,M,0,Partial High School,1994.12.17,Normal
4993,Berkeley,Washington,USA,1914.08.17,S,$70K - $90K,F,0,Bachelors Degree,1991.10.14,Bronze
4994,Berkeley,Washington,USA,1945.06.12,S,$30K - $50K,F,0,Partial College,1993.08.21,Golden
4995,Salem,Oregon,USA,1947.05.11,S,$50K - $70K,M,0,Bachelors Degree,1991.11.21,Bronze
4996,Haney,British Columbia,Canada,1927.11.03,S,$30K - $50K,F,0,Bachelors Degree,1994.09.04,Bronze
4997,Burlingame,Washington,USA,1975.03.09,M,$50K - $70K,M,0,Bachelors Degree,1991.10.20,Bronze
4998,Port Orchard,Washington,USA,1941.10.28,S,$50K - $70K,M,0,Bachelors Degree,1992.06.04,Bronze
4999,N. Vancouver,British Columbia,Canada,1910.04.21,M,$30K - $50K,M,1,High School Degree,1991.12.09,Bronze
5000,W. Linn,Oregon,USA,1971.04.15,S,$30K - $50K,F,0,Partial High School,1992.02.18,Bronze
5001,Santa Monica,Washington,USA,1922.09.20,S,$30K - $50K,M,0,Partial High School,1990.10.20,Bronze
5002,Yakima,Washington,USA,1963.03.08,M,$110K - $130K,M,1,High School Degree,1993.01.25,Normal
5003,Berkeley,Washington,USA,1923.09.18,S,$30K - $50K,F,0,High School Degree,1993.04.02,Bronze
5004,Arcadia,Washington,USA,1913.12.03,M,$50K - $70K,F,4,Partial High School,1992.06.11,Bronze
5005,Palo Alto,Washington,USA,1978.08.07,M,$30K - $50K,M,1,High School Degree,1990.07.04,Bronze
5006,Victoria,British Columbia,Canada,1954.11.19,S,$50K - $70K,M,0,Partial College,1991.06.17,Golden
5007,Newton,British Columbia,Canada,1951.12.22,M,$30K - $50K,M,3,High School Degree,1990.07.17,Bronze
5008,Orizaba,Veracruz,Mexico,1963.12.20,S,$30K - $50K,F,0,High School Degree,1992.11.26,Bronze
5009,Beverly Hills,Washington,USA,1931.10.24,S,$10K - $30K,M,0,Partial High School,1991.06.20,Normal
5010,Beverly Hills,Washington,USA,1963.12.06,S,$150K +,F,0,High School Degree,1992.03.08,Silver
5011,La Jolla,Washington,USA,1939.10.14,S,$30K - $50K,F,0,High School Degree,1992.03.05,Bronze
5012,Metchosin,British Columbia,Canada,1951.02.03,S,$50K - $70K,M,0,Bachelors Degree,1992.09.13,Bronze
5013,Glendale,Washington,USA,1961.01.07,M,$10K - $30K,M,1,Partial High School,1992.09.09,Normal
5014,Newport Beach,Washington,USA,1959.05.23,S,$30K - $50K,M,0,Partial High School,1990.01.18,Golden
5015,Anacortes,Washington,USA,1972.09.24,M,$30K - $50K,F,0,High School Degree,1992.04.19,Bronze
5016,Long Beach,Washington,USA,1925.06.15,M,$70K - $90K,M,4,Bachelors Degree,1991.12.26,Golden
5017,Cliffside,British Columbia,Canada,1978.08.18,S,$70K - $90K,M,0,Bachelors Degree,1991.06.25,Bronze
5018,Woodland Hills,Washington,USA,1924.01.14,M,$50K - $70K,M,3,Partial College,1992.08.12,Golden
5019,Yakima,Washington,USA,1974.12.10,M,$50K - $70K,F,2,Bachelors Degree,1994.07.13,Bronze
5020,Westminster,British Columbia,Canada,1937.02.03,M,$50K - $70K,M,3,Bachelors Degree,1991.06.19,Silver
5021,San Francisco,Washington,USA,1964.06.05,M,$70K - $90K,M,0,Partial High School,1992.05.20,Bronze
5022,Burien,Washington,USA,1914.09.25,S,$10K - $30K,M,0,Partial High School,1991.02.27,Normal
5023,Lakewood,Washington,USA,1943.06.25,S,$30K - $50K,F,0,Partial College,1993.10.25,Normal
5024,Kirkland,Washington,USA,1917.03.21,M,$50K - $70K,M,0,Bachelors Degree,1992.08.20,Bronze
5025,Coronado,Washington,USA,1917.08.22,M,$110K - $130K,M,1,High School Degree,1993.02.23,Silver
5026,Puyallup,Washington,USA,1942.09.11,S,$30K - $50K,M,0,High School Degree,1991.04.24,Bronze
5027,Langford,British Columbia,Canada,1950.05.16,M,$10K - $30K,M,1,Partial High School,1994.03.02,Normal
5028,Berkeley,Washington,USA,1924.03.03,S,$30K - $50K,M,0,Partial High School,1992.05.07,Bronze
5029,Tixapan,Mexico DF,Mexico,1966.11.03,M,$70K - $90K,M,2,Graduate Degree,1993.02.01,Bronze
5030,La Jolla,Washington,USA,1938.02.27,S,$30K - $50K,F,0,High School Degree,1990.05.18,Bronze
5031,Burbank,Washington,USA,1913.04.26,M,$30K - $50K,M,0,High School Degree,1993.10.09,Bronze
5032,Issaquah,Washington,USA,1968.08.15,S,$50K - $70K,M,0,Bachelors Degree,1990.07.24,Bronze
5033,Vancouver,British Columbia,Canada,1913.06.15,S,$70K - $90K,M,0,Partial High School,1993.03.28,Bronze
5034,Redwood City,Washington,USA,1961.07.08,S,$30K - $50K,M,0,Partial High School,1992.11.12,Bronze
5035,Oak Bay,British Columbia,Canada,1915.06.12,M,$30K - $50K,M,0,Partial College,1991.04.26,Bronze
5036,Langford,British Columbia,Canada,1926.09.10,S,$30K - $50K,M,0,Partial College,1991.02.14,Bronze
5037,Lemon Grove,Washington,USA,1915.10.09,S,$10K - $30K,M,0,Partial High School,1993.10.12,Normal
5038,Olympia,Washington,USA,1967.09.26,S,$10K - $30K,M,0,Partial High School,1991.02.17,Normal
5039,Mill Valley,Washington,USA,1970.06.08,M,$50K - $70K,F,1,Bachelors Degree,1991.10.22,Bronze
5040,Burien,Washington,USA,1977.10.27,M,$30K - $50K,M,0,High School Degree,1992.07.25,Bronze
5041,Port Hammond,British Columbia,Canada,1938.12.26,M,$50K - $70K,M,1,Graduate Degree,1991.09.25,Bronze
5042,La Jolla,Washington,USA,1925.09.13,S,$50K - $70K,M,0,Bachelors Degree,1994.10.11,Bronze
5043,Ballard,Washington,USA,1977.04.26,M,$70K - $90K,M,0,Bachelors Degree,1994.03.02,Bronze
5044,Richmond,British Columbia,Canada,1913.10.10,M,$110K - $130K,F,4,Partial High School,1990.05.16,Golden
5045,Santa Cruz,Washington,USA,1929.06.19,M,$30K - $50K,F,1,High School Degree,1990.12.18,Bronze
5046,Redwood City,Washington,USA,1921.02.02,S,$50K - $70K,F,0,Partial High School,1993.08.21,Bronze
5047,W. Linn,Oregon,USA,1940.03.09,M,$30K - $50K,M,2,High School Degree,1993.02.20,Bronze
5048,Kirkland,Washington,USA,1957.04.22,S,$10K - $30K,F,0,Partial High School,1993.06.06,Normal
5049,Concord,Washington,USA,1946.01.03,M,$70K - $90K,M,1,High School Degree,1992.05.26,Bronze
5050,Puyallup,Washington,USA,1956.10.21,S,$10K - $30K,F,0,Partial High School,1993.10.07,Normal
5051,La Jolla,Washington,USA,1942.05.22,S,$110K - $130K,M,0,Graduate Degree,1991.02.03,Golden
5052,Richmond,Washington,USA,1969.11.09,S,$30K - $50K,F,0,High School Degree,1991.10.01,Bronze
5053,Orizaba,Veracruz,Mexico,1932.11.17,M,$50K - $70K,M,2,Bachelors Degree,1991.03.23,Bronze
5054,Los Angeles,Washington,USA,1946.07.04,M,$110K - $130K,F,0,Partial High School,1991.06.09,Bronze
5055,Burnaby,British Columbia,Canada,1911.11.10,S,$30K - $50K,M,0,High School Degree,1993.11.12,Silver
5056,Issaquah,Washington,USA,1950.11.27,M,$10K - $30K,F,0,Partial High School,1993.05.13,Normal
5057,San Carlos,Washington,USA,1943.10.23,M,$30K - $50K,M,0,High School Degree,1994.03.10,Silver
5058,San Carlos,Washington,USA,1974.07.18,S,$30K - $50K,M,0,Partial College,1993.04.28,Bronze
5059,Tlaxiaco,Oaxaca,Mexico,1976.06.17,S,$50K - $70K,F,0,Bachelors Degree,1990.04.17,Bronze
5060,Lebanon,Oregon,USA,1956.01.09,M,$10K - $30K,M,2,Partial High School,1993.02.27,Bronze
5061,Arcadia,Washington,USA,1934.05.15,M,$10K - $30K,M,0,Partial High School,1994.11.09,Normal
5062,Lakewood,Washington,USA,1970.11.07,M,$30K - $50K,M,4,High School Degree,1991.07.21,Golden
5063,Port Orchard,Washington,USA,1951.08.11,M,$30K - $50K,M,3,High School Degree,1993.08.17,Golden
5064,Redwood City,Washington,USA,1930.05.21,S,$10K - $30K,M,0,Partial High School,1990.08.27,Normal
5065,Acapulco,Guerrero,Mexico,1951.11.26,S,$50K - $70K,F,0,Bachelors Degree,1992.06.02,Normal
5066,Daly City,Washington,USA,1923.05.14,M,$10K - $30K,F,0,Partial High School,1991.08.07,Normal
5067,Olympia,Washington,USA,1953.11.24,S,$50K - $70K,M,0,Bachelors Degree,1990.07.27,Bronze
5068,Walla Walla,Washington,USA,1942.02.09,S,$70K - $90K,M,0,Graduate Degree,1994.10.09,Bronze
5069,San Andres,Mexico DF,Mexico,1937.09.13,S,$50K - $70K,M,0,Bachelors Degree,1993.02.13,Bronze
5070,Albany,Oregon,USA,1965.04.12,S,$30K - $50K,F,0,High School Degree,1993.05.09,Bronze
5071,Orizaba,Veracruz,Mexico,1962.05.15,M,$30K - $50K,F,1,High School Degree,1993.02.26,Bronze
5072,West Covina,Washington,USA,1963.02.02,M,$30K - $50K,F,1,Partial College,1991.10.18,Bronze
5073,Guadalajara,Jalisco,Mexico,1930.11.06,M,$50K - $70K,F,0,Partial College,1990.05.13,Bronze
5074,Edmonds,Washington,USA,1923.05.25,S,$110K - $130K,M,0,Bachelors Degree,1994.10.17,Normal
5075,Port Hammond,British Columbia,Canada,1957.12.22,M,$30K - $50K,F,1,High School Degree,1990.09.14,Bronze
5076,Colma,Washington,USA,1969.03.11,S,$50K - $70K,F,0,High School Degree,1991.07.06,Bronze
5077,Richmond,British Columbia,Canada,1979.03.14,M,$30K - $50K,M,0,Bachelors Degree,1991.08.02,Bronze
5078,La Cruz,Sinaloa,Mexico,1977.06.03,S,$50K - $70K,F,0,Bachelors Degree,1993.11.11,Bronze
5079,Altadena,Washington,USA,1920.10.05,M,$10K - $30K,F,1,Partial High School,1993.08.18,Normal
5080,Seattle,Washington,USA,1943.07.23,M,$90K - $110K,F,4,High School Degree,1992.05.25,Silver
5081,Mexico City,Mexico DF,Mexico,1926.09.26,S,$70K - $90K,F,0,High School Degree,1992.10.23,Bronze
5082,Palo Alto,Washington,USA,1942.02.22,M,$50K - $70K,F,0,Bachelors Degree,1994.11.10,Silver
5083,Ladner,British Columbia,Canada,1934.05.01,M,$30K - $50K,F,0,Bachelors Degree,1990.07.27,Bronze
5084,Port Hammond,British Columbia,Canada,1955.04.11,M,$10K - $30K,M,5,Partial High School,1992.09.18,Normal
5085,Coronado,Washington,USA,1912.07.13,S,$10K - $30K,M,0,Partial High School,1992.06.07,Normal
5086,Burbank,Washington,USA,1932.10.05,S,$50K - $70K,F,0,Partial College,1993.05.26,Bronze
5087,Fremont,Washington,USA,1961.08.06,M,$30K - $50K,F,0,Bachelors Degree,1994.02.09,Normal
5088,Albany,Oregon,USA,1936.04.01,M,$10K - $30K,F,2,Partial High School,1990.06.26,Normal
5089,Langley,British Columbia,Canada,1935.10.02,S,$30K - $50K,F,0,High School Degree,1991.08.18,Bronze
5090,Acapulco,Guerrero,Mexico,1960.11.19,S,$30K - $50K,M,0,Partial College,1993.02.03,Bronze
5091,Imperial Beach,Washington,USA,1968.06.24,M,$30K - $50K,M,4,High School Degree,1991.09.24,Silver
5092,Olympia,Washington,USA,1942.05.10,S,$30K - $50K,F,0,High School Degree,1994.09.10,Bronze
5093,Richmond,Washington,USA,1926.04.22,M,$10K - $30K,F,3,Partial High School,1991.06.04,Normal
5094,Santa Cruz,Washington,USA,1956.04.08,S,$130K - $150K,M,0,High School Degree,1992.05.10,Bronze
5095,West Covina,Washington,USA,1913.08.20,M,$30K - $50K,F,3,High School Degree,1991.02.12,Normal
5096,Torrance,Washington,USA,1968.12.09,S,$70K - $90K,M,0,Bachelors Degree,1991.07.17,Bronze
5097,Palo Alto,Washington,USA,1926.02.20,S,$70K - $90K,M,0,High School Degree,1993.09.12,Bronze
5098,Sedro Woolley,Washington,USA,1961.11.02,S,$30K - $50K,F,0,Partial College,1993.07.23,Bronze
5099,Camacho,Zacatecas,Mexico,1915.10.06,M,$50K - $70K,F,1,Bachelors Degree,1992.02.22,Bronze
5100,Tlaxiaco,Oaxaca,Mexico,1910.08.23,M,$50K - $70K,M,1,High School Degree,1992.12.09,Bronze
5101,Redmond,Washington,USA,1911.12.07,S,$30K - $50K,F,0,High School Degree,1994.07.20,Bronze
5102,Merida,Yucatan,Mexico,1963.11.24,S,$70K - $90K,F,0,Bachelors Degree,1991.11.25,Bronze
5103,Coronado,Washington,USA,1954.05.21,S,$30K - $50K,M,0,Partial High School,1991.05.20,Bronze
5104,Spring Valley,Washington,USA,1961.09.14,S,$30K - $50K,M,0,High School Degree,1993.05.07,Bronze
5105,Oregon City,Oregon,USA,1922.11.13,S,$30K - $50K,M,0,Partial College,1992.07.07,Bronze
5106,Beaverton,Oregon,USA,1921.11.10,S,$10K - $30K,M,0,Partial High School,1992.08.16,Normal
5107,Glendale,Washington,USA,1961.03.13,M,$10K - $30K,M,0,Partial High School,1992.11.08,Normal
5108,Ladner,British Columbia,Canada,1967.09.23,M,$50K - $70K,F,0,Partial High School,1993.03.21,Bronze
5109,Burien,Washington,USA,1913.05.05,S,$50K - $70K,M,0,Bachelors Degree,1992.07.12,Silver
5110,Anacortes,Washington,USA,1975.01.15,S,$10K - $30K,F,0,High School Degree,1993.10.11,Normal
5111,Royal Oak,British Columbia,Canada,1924.02.22,M,$10K - $30K,M,1,Partial High School,1993.04.10,Normal
5112,Oregon City,Oregon,USA,1953.06.19,S,$30K - $50K,F,0,Partial High School,1993.08.22,Bronze
5113,San Gabriel,Washington,USA,1931.11.16,M,$30K - $50K,M,3,High School Degree,1992.06.15,Golden
5114,Hidalgo,Zacatecas,Mexico,1940.09.07,M,$30K - $50K,F,1,Partial College,1993.11.24,Bronze
5115,Sedro Woolley,Washington,USA,1926.04.08,S,$50K - $70K,M,0,Partial High School,1991.03.19,Silver
5116,Marysville,Washington,USA,1953.10.23,M,$30K - $50K,F,1,High School Degree,1992.09.04,Bronze
5117,Royal Oak,British Columbia,Canada,1916.10.03,M,$50K - $70K,M,2,Bachelors Degree,1993.02.26,Bronze
5118,W. Linn,Oregon,USA,1930.06.18,S,$70K - $90K,F,0,Bachelors Degree,1991.07.12,Golden
5119,Seattle,Washington,USA,1969.01.20,M,$70K - $90K,M,0,Bachelors Degree,1992.09.04,Bronze
5120,Bellflower,Washington,USA,1938.02.10,M,$110K - $130K,F,0,Partial High School,1992.05.15,Bronze
5121,Bellingham,Washington,USA,1943.03.17,S,$30K - $50K,M,0,Partial College,1993.04.12,Bronze
5122,Bellingham,Washington,USA,1962.08.28,S,$10K - $30K,M,0,Partial High School,1992.02.19,Normal
5123,Lake Oswego,Oregon,USA,1976.11.11,S,$10K - $30K,F,0,Partial High School,1994.04.19,Normal
5124,Camacho,Zacatecas,Mexico,1944.02.19,S,$50K - $70K,M,0,Bachelors Degree,1992.03.02,Bronze
5125,Olympia,Washington,USA,1922.06.25,S,$30K - $50K,F,0,High School Degree,1994.07.02,Golden
5126,Lincoln Acres,Washington,USA,1958.01.17,S,$50K - $70K,F,0,Bachelors Degree,1991.03.13,Bronze
5127,Burien,Washington,USA,1939.09.21,S,$50K - $70K,F,0,High School Degree,1993.09.07,Bronze
5128,Novato,Washington,USA,1930.09.15,S,$70K - $90K,M,0,High School Degree,1990.10.17,Bronze
5129,Merida,Yucatan,Mexico,1940.12.10,S,$50K - $70K,F,0,Bachelors Degree,1992.05.07,Bronze
5130,Milwaukie,Oregon,USA,1923.09.09,M,$130K - $150K,F,1,Bachelors Degree,1991.10.24,Bronze
5131,Lemon Grove,Washington,USA,1941.12.07,S,$130K - $150K,F,0,Graduate Degree,1990.09.16,Bronze
5132,Imperial Beach,Washington,USA,1930.03.19,M,$10K - $30K,M,1,Partial High School,1994.12.26,Normal
5133,Los Angeles,Washington,USA,1925.10.24,M,$50K - $70K,F,1,Bachelors Degree,1993.04.02,Bronze
5134,Port Orchard,Washington,USA,1913.06.19,S,$30K - $50K,F,0,High School Degree,1990.04.12,Bronze
5135,Downey,Washington,USA,1980.07.22,M,$30K - $50K,F,0,Partial High School,1994.01.02,Bronze
5136,Langley,British Columbia,Canada,1911.03.09,M,$30K - $50K,M,3,High School Degree,1991.05.23,Silver
5137,Lincoln Acres,Washington,USA,1948.01.13,M,$130K - $150K,F,3,Partial High School,1991.03.01,Golden
5138,Lincoln Acres,Washington,USA,1941.06.05,S,$130K - $150K,M,0,Partial College,1991.08.06,Bronze
5139,Mill Valley,Washington,USA,1975.02.02,M,$10K - $30K,M,0,Partial High School,1991.07.02,Normal
5140,Santa Fe,Mexico DF,Mexico,1917.04.18,S,$70K - $90K,F,0,Graduate Degree,1991.02.10,Silver
5141,Newport Beach,Washington,USA,1927.04.22,S,$50K - $70K,M,0,Bachelors Degree,1991.03.07,Bronze
5142,Lake Oswego,Oregon,USA,1937.10.22,S,$90K - $110K,F,0,Partial High School,1993.06.16,Silver
5143,Tacoma,Washington,USA,1950.04.23,S,$10K - $30K,M,0,Partial High School,1990.07.20,Normal
5144,Burbank,Washington,USA,1973.11.14,S,$70K - $90K,M,0,Bachelors Degree,1993.04.27,Bronze
5145,Berkeley,Washington,USA,1942.05.03,S,$30K - $50K,M,0,High School Degree,1993.09.26,Bronze
5146,Metchosin,British Columbia,Canada,1945.06.15,M,$50K - $70K,F,0,Bachelors Degree,1993.10.16,Bronze
5147,Salem,Oregon,USA,1937.09.22,S,$30K - $50K,F,0,High School Degree,1990.09.17,Bronze
5148,Hidalgo,Zacatecas,Mexico,1971.11.15,S,$30K - $50K,F,0,Partial High School,1992.08.23,Bronze
5149,Burlingame,Washington,USA,1928.03.17,S,$30K - $50K,F,0,High School Degree,1992.08.24,Bronze
5150,Coronado,Washington,USA,1936.03.26,M,$50K - $70K,F,3,Bachelors Degree,1992.04.04,Golden
5151,Vancouver,British Columbia,Canada,1977.04.10,S,$10K - $30K,M,0,Partial High School,1994.01.02,Normal
5152,Lemon Grove,Washington,USA,1939.08.22,M,$70K - $90K,F,0,Graduate Degree,1990.05.19,Bronze
5153,Milwaukie,Oregon,USA,1939.03.23,S,$50K - $70K,F,0,Bachelors Degree,1991.07.10,Bronze
5154,Richmond,Washington,USA,1964.04.12,S,$10K - $30K,F,0,Partial High School,1993.01.23,Normal
5155,Arcadia,Washington,USA,1972.10.17,M,$30K - $50K,M,3,Partial College,1992.07.27,Golden
5156,Haney,British Columbia,Canada,1958.12.15,M,$110K - $130K,M,3,High School Degree,1991.10.05,Golden
5157,Novato,Washington,USA,1930.08.15,S,$50K - $70K,F,0,Bachelors Degree,1993.10.10,Bronze
5158,Bremerton,Washington,USA,1960.08.01,S,$30K - $50K,M,0,High School Degree,1993.10.16,Bronze
5159,N. Vancouver,British Columbia,Canada,1947.12.11,M,$130K - $150K,M,0,Partial High School,1992.07.18,Bronze
5160,Milwaukie,Oregon,USA,1932.05.27,S,$10K - $30K,F,0,Partial High School,1993.11.22,Normal
5161,Santa Monica,Washington,USA,1947.03.27,S,$30K - $50K,M,0,High School Degree,1991.02.18,Silver
5162,Walla Walla,Washington,USA,1924.04.20,M,$130K - $150K,M,3,Bachelors Degree,1994.11.02,Silver
5163,Port Orchard,Washington,USA,1948.03.24,M,$30K - $50K,M,3,High School Degree,1993.06.27,Golden
5164,Anacortes,Washington,USA,1944.02.14,S,$70K - $90K,F,0,Partial High School,1992.08.02,Bronze
5165,Port Hammond,British Columbia,Canada,1933.02.14,S,$30K - $50K,F,0,Partial High School,1994.01.16,Bronze
5166,Kirkland,Washington,USA,1915.01.04,M,$30K - $50K,M,2,Partial College,1992.08.04,Normal
5167,Spring Valley,Washington,USA,1976.06.01,S,$10K - $30K,F,0,Partial High School,1991.02.26,Normal
5168,San Gabriel,Washington,USA,1912.10.21,M,$150K +,F,3,High School Degree,1994.02.13,Golden
5169,Lynnwood,Washington,USA,1956.04.03,S,$10K - $30K,F,0,Partial High School,1992.12.02,Bronze
5170,Lynnwood,Washington,USA,1947.04.14,M,$30K - $50K,F,0,High School Degree,1992.02.12,Bronze
5171,Pomona,Washington,USA,1917.07.16,S,$10K - $30K,M,0,Partial High School,1993.08.14,Normal
5172,Orizaba,Veracruz,Mexico,1935.05.11,S,$30K - $50K,M,0,Partial College,1994.10.28,Bronze
5173,Marysville,Washington,USA,1939.09.09,M,$30K - $50K,F,0,High School Degree,1991.03.21,Bronze
5174,Spokane,Washington,USA,1943.08.03,M,$30K - $50K,M,2,High School Degree,1990.03.08,Bronze
5175,Novato,Washington,USA,1950.05.26,M,$50K - $70K,M,2,Bachelors Degree,1991.07.07,Bronze
5176,San Jose,Washington,USA,1979.09.23,M,$10K - $30K,F,5,Partial High School,1993.09.09,Normal
5177,Portland,Oregon,USA,1956.04.20,S,$50K - $70K,F,0,Partial High School,1994.10.13,Silver
5178,Woodland Hills,Washington,USA,1966.01.11,S,$10K - $30K,M,0,Partial High School,1991.04.21,Normal
5179,National City,Washington,USA,1951.08.12,S,$30K - $50K,F,0,Partial High School,1992.07.17,Silver
5180,La Mesa,Washington,USA,1921.06.10,M,$30K - $50K,F,5,High School Degree,1994.02.02,Normal
5181,Santa Anita,Mexico DF,Mexico,1942.02.07,S,$110K - $130K,M,0,Graduate Degree,1990.06.24,Bronze
5182,Burien,Washington,USA,1956.09.21,S,$30K - $50K,F,0,Partial High School,1991.03.18,Golden
5183,Bellflower,Washington,USA,1921.03.27,S,$10K - $30K,M,0,Partial High School,1992.04.10,Normal
5184,Westminster,British Columbia,Canada,1959.03.17,M,$30K - $50K,M,3,High School Degree,1992.01.21,Golden
5185,San Diego,Washington,USA,1965.04.24,M,$70K - $90K,F,2,Graduate Degree,1992.10.21,Silver
5186,Victoria,British Columbia,Canada,1926.02.19,S,$70K - $90K,F,0,Bachelors Degree,1994.08.01,Silver
5187,Berkeley,Washington,USA,1980.04.05,M,$50K - $70K,M,1,Bachelors Degree,1992.11.28,Bronze
5188,Bellingham,Washington,USA,1960.09.24,M,$30K - $50K,F,5,High School Degree,1990.10.11,Golden
